Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
53690,29477,Male,Loyal Customer,46,Business travel,Eco,1107,1,4,4,4,2,1,2,2,3,3,3,2,4,2,0,0.0,neutral or dissatisfied
69663,112386,Female,Loyal Customer,24,Business travel,Business,819,3,3,3,3,5,5,5,5,3,4,4,4,4,5,0,0.0,satisfied
90039,18229,Female,Loyal Customer,26,Business travel,Business,3633,4,2,2,2,2,2,4,2,2,5,3,2,3,2,0,18.0,neutral or dissatisfied
91939,72104,Female,Loyal Customer,24,Business travel,Business,2486,1,2,1,1,4,4,4,4,4,4,4,3,4,4,7,6.0,satisfied
26016,43139,Male,Loyal Customer,67,Personal Travel,Eco Plus,192,1,4,0,3,1,0,1,1,4,3,5,5,4,1,28,21.0,neutral or dissatisfied
57647,66550,Male,Loyal Customer,26,Business travel,Business,2213,2,4,4,4,2,1,2,2,1,2,3,4,3,2,6,5.0,neutral or dissatisfied
27350,78033,Female,Loyal Customer,45,Personal Travel,Eco,214,5,0,0,1,3,5,4,5,5,0,4,3,5,4,0,0.0,satisfied
22632,73106,Female,Loyal Customer,45,Business travel,Business,2174,3,3,3,3,5,5,5,5,5,5,5,4,5,3,0,0.0,satisfied
52221,128461,Male,Loyal Customer,34,Personal Travel,Eco,651,2,3,2,3,2,2,2,2,3,3,4,3,3,2,112,108.0,neutral or dissatisfied
68688,3330,Male,Loyal Customer,51,Business travel,Business,315,0,0,0,2,3,4,4,4,4,4,2,5,4,4,0,0.0,satisfied
8318,13700,Male,Loyal Customer,69,Personal Travel,Eco,300,3,5,3,1,4,3,4,4,3,2,2,5,3,4,0,0.0,neutral or dissatisfied
101192,58941,Female,Loyal Customer,49,Business travel,Business,888,2,2,2,2,2,4,5,5,5,5,5,4,5,5,18,6.0,satisfied
86843,7288,Male,Loyal Customer,26,Personal Travel,Eco,139,4,5,4,2,5,4,4,5,2,1,3,1,2,5,7,0.0,neutral or dissatisfied
79690,52825,Female,Loyal Customer,69,Personal Travel,Eco Plus,2402,2,0,2,1,2,3,5,2,2,2,2,2,2,4,1,4.0,neutral or dissatisfied
28404,117554,Female,Loyal Customer,43,Business travel,Business,2421,1,1,5,1,5,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
9522,66476,Female,Loyal Customer,55,Business travel,Business,447,4,4,4,4,4,5,5,4,4,4,4,4,4,5,0,2.0,satisfied
3680,98409,Male,Loyal Customer,28,Personal Travel,Eco,675,4,1,4,4,5,4,5,5,4,4,4,1,3,5,0,0.0,neutral or dissatisfied
68517,89951,Female,Loyal Customer,18,Personal Travel,Eco,1416,3,4,3,3,3,3,1,3,4,5,1,2,1,3,0,0.0,neutral or dissatisfied
28872,106018,Female,Loyal Customer,48,Personal Travel,Business,682,1,1,1,4,5,3,4,3,3,1,3,2,3,4,0,0.0,neutral or dissatisfied
90905,5333,Female,Loyal Customer,47,Business travel,Business,812,5,5,5,5,2,5,5,4,4,4,4,4,4,4,124,112.0,satisfied
32832,19893,Female,disloyal Customer,37,Business travel,Eco,296,2,0,2,3,1,2,1,1,3,2,1,1,5,1,49,41.0,neutral or dissatisfied
30490,128536,Female,Loyal Customer,13,Personal Travel,Eco,338,3,4,3,5,4,3,4,4,5,5,4,4,5,4,0,0.0,neutral or dissatisfied
1633,121455,Female,Loyal Customer,33,Business travel,Eco,257,0,0,0,4,3,0,3,3,3,1,3,2,3,3,0,0.0,satisfied
71251,124958,Female,Loyal Customer,48,Business travel,Business,1732,3,3,3,3,5,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
71162,19560,Male,Loyal Customer,17,Business travel,Business,3826,3,3,3,3,4,4,4,4,2,5,2,3,2,4,0,0.0,satisfied
40778,9267,Male,disloyal Customer,22,Business travel,Business,441,5,3,5,3,5,5,5,5,5,5,5,5,4,5,1,0.0,satisfied
70555,108276,Female,Loyal Customer,39,Personal Travel,Eco,895,3,4,3,3,3,3,3,3,4,3,4,4,4,3,93,126.0,neutral or dissatisfied
17069,33848,Female,Loyal Customer,70,Business travel,Eco,1562,3,4,4,4,2,3,3,3,3,3,3,1,3,1,6,0.0,neutral or dissatisfied
94169,14007,Male,Loyal Customer,25,Business travel,Business,2391,3,3,3,3,4,5,5,5,1,5,3,5,2,5,178,153.0,satisfied
56121,20824,Female,disloyal Customer,39,Business travel,Business,457,1,1,1,3,1,1,1,1,1,1,3,2,4,1,0,0.0,neutral or dissatisfied
19004,3826,Female,disloyal Customer,34,Business travel,Eco,650,2,1,2,3,4,2,4,4,1,4,3,2,4,4,6,0.0,neutral or dissatisfied
40814,33051,Female,Loyal Customer,39,Personal Travel,Eco,101,3,5,3,1,1,3,1,1,5,3,5,5,5,1,0,0.0,neutral or dissatisfied
69766,110764,Male,Loyal Customer,40,Business travel,Business,2723,2,2,2,2,4,5,4,4,4,4,4,4,4,5,7,0.0,satisfied
10078,83621,Female,Loyal Customer,11,Personal Travel,Eco,409,4,1,4,3,3,4,4,3,3,4,3,4,4,3,0,0.0,satisfied
87720,116759,Male,Loyal Customer,23,Personal Travel,Eco Plus,362,3,5,3,4,2,3,4,2,5,5,5,5,4,2,7,1.0,neutral or dissatisfied
2689,14787,Male,Loyal Customer,34,Business travel,Business,3488,3,3,3,3,1,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
17605,8293,Female,Loyal Customer,67,Personal Travel,Eco,335,3,5,3,2,3,4,4,1,1,3,1,5,1,4,0,0.0,neutral or dissatisfied
47185,25134,Male,disloyal Customer,24,Business travel,Eco,1249,5,5,5,3,4,5,4,4,2,3,3,4,1,4,0,0.0,satisfied
92180,107356,Female,disloyal Customer,39,Business travel,Eco,184,3,3,3,3,2,3,2,2,3,3,4,2,3,2,38,27.0,neutral or dissatisfied
58225,6654,Male,Loyal Customer,50,Business travel,Business,3545,4,4,4,4,3,4,5,4,4,5,4,4,4,5,6,65.0,satisfied
70527,64869,Female,Loyal Customer,36,Business travel,Business,282,4,2,2,2,3,4,3,4,4,4,4,2,4,1,9,27.0,neutral or dissatisfied
69611,76337,Female,Loyal Customer,69,Personal Travel,Business,954,1,5,1,2,4,3,1,2,2,1,5,1,2,3,18,17.0,neutral or dissatisfied
69326,102967,Male,Loyal Customer,50,Business travel,Business,2644,2,5,5,5,2,4,3,2,2,2,2,3,2,3,9,0.0,neutral or dissatisfied
32048,3955,Female,Loyal Customer,59,Business travel,Business,2914,4,4,4,4,1,1,5,5,5,5,5,5,5,3,0,0.0,satisfied
56593,10797,Male,Loyal Customer,28,Business travel,Business,312,5,5,5,5,5,5,5,5,5,3,4,4,4,5,52,48.0,satisfied
62004,111400,Female,Loyal Customer,31,Personal Travel,Eco,1050,2,5,2,5,4,2,4,4,4,2,5,4,5,4,0,0.0,neutral or dissatisfied
55218,111356,Female,Loyal Customer,45,Business travel,Eco Plus,377,5,2,2,2,3,1,4,5,5,5,5,2,5,4,3,3.0,satisfied
69930,41097,Female,disloyal Customer,26,Business travel,Eco,295,3,4,3,2,1,3,1,1,4,1,4,2,3,1,0,0.0,neutral or dissatisfied
61807,95637,Female,Loyal Customer,53,Personal Travel,Eco,756,1,5,1,1,3,5,4,1,1,1,1,5,1,5,39,29.0,neutral or dissatisfied
3084,103013,Male,disloyal Customer,24,Business travel,Eco,687,1,1,1,4,5,1,2,5,3,3,3,4,4,5,0,0.0,neutral or dissatisfied
61052,23437,Male,Loyal Customer,44,Business travel,Eco,576,3,3,3,3,4,3,4,4,1,1,4,2,2,4,0,10.0,satisfied
102439,45470,Female,disloyal Customer,16,Business travel,Eco,522,4,0,4,4,3,4,3,3,1,2,5,3,4,3,0,0.0,satisfied
25127,31839,Female,Loyal Customer,39,Business travel,Business,2677,4,5,5,5,4,4,4,1,4,4,4,4,3,4,0,18.0,neutral or dissatisfied
37810,54247,Female,Loyal Customer,32,Business travel,Business,1587,2,2,2,2,5,5,5,5,4,2,2,3,3,5,0,0.0,satisfied
75040,104219,Male,Loyal Customer,17,Business travel,Business,1961,1,3,5,3,1,1,1,1,4,3,4,3,4,1,14,3.0,neutral or dissatisfied
26824,33832,Male,disloyal Customer,22,Business travel,Business,1162,0,0,0,2,5,0,4,5,5,4,5,5,5,5,1,0.0,satisfied
32953,60194,Male,Loyal Customer,25,Business travel,Business,1709,2,2,2,2,4,4,4,4,5,5,3,5,4,4,42,22.0,satisfied
6641,48340,Female,Loyal Customer,52,Business travel,Eco,674,4,2,2,2,1,5,1,4,4,4,4,4,4,1,33,25.0,satisfied
34969,93659,Female,Loyal Customer,45,Business travel,Business,1885,2,2,2,2,2,4,4,4,4,4,4,5,4,3,9,17.0,satisfied
64783,94235,Male,Loyal Customer,40,Business travel,Business,3888,3,3,3,3,5,4,5,5,5,5,5,4,5,3,2,7.0,satisfied
87966,1158,Male,Loyal Customer,25,Personal Travel,Eco,158,3,2,3,3,2,3,2,2,1,1,3,1,3,2,92,96.0,neutral or dissatisfied
6515,21933,Female,Loyal Customer,40,Business travel,Business,448,1,1,1,1,4,2,5,4,4,4,4,1,4,4,0,9.0,satisfied
96176,88567,Male,Loyal Customer,16,Personal Travel,Eco,581,4,4,4,2,1,4,1,1,3,5,5,4,4,1,0,0.0,satisfied
8215,98316,Male,disloyal Customer,30,Business travel,Business,1547,2,1,1,5,5,1,4,5,4,3,5,4,5,5,40,44.0,neutral or dissatisfied
29592,58048,Male,disloyal Customer,37,Business travel,Business,612,5,4,4,2,2,4,2,2,3,2,4,5,5,2,0,0.0,satisfied
79865,40172,Female,disloyal Customer,29,Business travel,Eco,387,3,5,3,3,3,3,3,3,2,2,2,2,4,3,0,0.0,neutral or dissatisfied
9707,31678,Male,Loyal Customer,58,Business travel,Business,967,2,5,5,5,3,3,3,2,2,2,2,2,2,4,47,47.0,neutral or dissatisfied
4581,2368,Male,Loyal Customer,12,Personal Travel,Eco,925,3,1,3,4,4,3,4,4,4,2,3,1,3,4,0,19.0,neutral or dissatisfied
17099,66824,Male,Loyal Customer,46,Business travel,Business,3325,3,3,3,3,5,4,4,5,5,5,5,3,5,5,5,0.0,satisfied
92093,1783,Female,disloyal Customer,24,Business travel,Eco,408,2,0,2,2,4,2,4,4,5,5,5,4,5,4,39,51.0,neutral or dissatisfied
54132,15439,Male,disloyal Customer,25,Business travel,Eco,377,4,2,3,4,5,3,5,5,1,1,3,3,3,5,0,10.0,neutral or dissatisfied
12493,31705,Female,Loyal Customer,44,Personal Travel,Eco,846,4,5,4,2,4,4,5,1,1,4,1,3,1,5,0,0.0,satisfied
50958,67828,Male,Loyal Customer,17,Business travel,Business,3207,2,2,2,2,5,5,5,5,1,2,3,4,3,5,0,0.0,satisfied
79844,73348,Female,Loyal Customer,43,Business travel,Business,1120,4,4,4,4,4,4,5,3,3,3,3,4,3,5,0,3.0,satisfied
101969,12699,Male,Loyal Customer,60,Business travel,Business,3758,1,4,4,4,2,2,2,1,1,1,1,3,1,3,69,57.0,neutral or dissatisfied
92652,52764,Female,Loyal Customer,39,Business travel,Business,1874,1,1,1,1,4,5,2,5,5,5,5,4,5,3,41,26.0,satisfied
59041,60506,Male,Loyal Customer,46,Personal Travel,Eco,862,1,4,1,4,3,1,3,3,3,4,5,5,4,3,0,0.0,neutral or dissatisfied
92871,7949,Male,disloyal Customer,26,Business travel,Business,594,2,2,2,2,2,2,2,2,3,3,5,5,4,2,0,0.0,neutral or dissatisfied
7242,92128,Male,Loyal Customer,68,Personal Travel,Eco,1454,1,4,1,4,3,1,3,3,3,3,4,3,4,3,23,4.0,neutral or dissatisfied
90331,116040,Male,Loyal Customer,29,Personal Travel,Eco,446,4,5,4,2,5,4,5,5,3,2,5,4,4,5,0,0.0,satisfied
45341,118587,Female,disloyal Customer,24,Business travel,Business,304,4,4,4,2,3,4,3,3,3,3,5,4,5,3,0,0.0,satisfied
83325,68391,Male,Loyal Customer,55,Business travel,Business,1045,1,1,1,1,2,4,5,4,4,4,4,4,4,5,9,1.0,satisfied
49863,22937,Male,Loyal Customer,41,Business travel,Eco,489,3,3,1,1,3,3,3,3,3,1,4,1,1,3,0,0.0,satisfied
58229,21823,Female,Loyal Customer,58,Business travel,Eco,907,3,4,4,4,2,3,3,3,3,3,3,3,3,1,0,0.0,neutral or dissatisfied
46741,40877,Male,Loyal Customer,39,Personal Travel,Eco,590,1,3,1,1,5,1,4,5,3,4,4,3,3,5,0,9.0,neutral or dissatisfied
79045,124474,Male,Loyal Customer,31,Personal Travel,Eco,980,2,5,2,4,4,2,4,4,5,2,5,5,4,4,3,0.0,neutral or dissatisfied
80239,92295,Female,Loyal Customer,60,Personal Travel,Eco,1814,1,3,1,1,4,5,1,1,1,1,1,5,1,4,0,0.0,neutral or dissatisfied
50045,47073,Male,Loyal Customer,69,Personal Travel,Eco,639,1,3,1,3,5,1,3,5,4,4,2,2,2,5,15,0.0,neutral or dissatisfied
61414,99405,Male,disloyal Customer,22,Business travel,Eco,337,1,2,1,3,4,1,4,4,2,1,4,1,3,4,0,0.0,neutral or dissatisfied
96317,22750,Female,Loyal Customer,59,Business travel,Eco,170,4,3,3,3,4,3,1,5,5,4,5,3,5,4,39,34.0,satisfied
838,76118,Male,disloyal Customer,39,Business travel,Business,689,1,1,1,3,3,1,3,3,3,5,4,3,5,3,1,0.0,neutral or dissatisfied
87101,11472,Female,Loyal Customer,39,Business travel,Eco Plus,316,2,1,1,1,2,2,2,2,2,2,3,1,4,2,0,0.0,neutral or dissatisfied
64175,125864,Female,Loyal Customer,35,Business travel,Business,2121,1,5,5,5,3,3,2,1,1,1,1,4,1,3,35,82.0,neutral or dissatisfied
96567,125545,Female,disloyal Customer,18,Business travel,Eco,226,1,1,1,4,4,1,3,4,3,1,4,4,3,4,0,0.0,neutral or dissatisfied
47548,121258,Male,Loyal Customer,54,Business travel,Eco,314,1,4,4,4,2,1,2,2,4,1,3,4,4,2,0,21.0,neutral or dissatisfied
60639,8866,Female,Loyal Customer,50,Business travel,Business,3829,5,5,5,5,5,5,5,4,4,4,4,4,4,4,0,12.0,satisfied
63327,15182,Female,Loyal Customer,59,Personal Travel,Eco,416,1,2,1,4,2,3,3,4,4,1,4,1,4,2,0,0.0,neutral or dissatisfied
5646,110185,Female,Loyal Customer,27,Personal Travel,Eco,882,3,3,2,3,3,2,4,3,2,1,4,1,3,3,0,0.0,neutral or dissatisfied
45850,53640,Female,Loyal Customer,58,Personal Travel,Eco,1874,2,1,1,4,1,4,3,5,5,1,5,2,5,2,0,12.0,neutral or dissatisfied
91314,70752,Male,Loyal Customer,31,Business travel,Business,1953,4,4,4,4,4,4,4,4,4,2,4,4,3,4,0,0.0,neutral or dissatisfied
66701,25235,Female,Loyal Customer,8,Personal Travel,Eco,919,3,4,3,4,2,3,2,2,2,4,3,1,3,2,0,0.0,neutral or dissatisfied
2657,37224,Female,Loyal Customer,39,Business travel,Business,989,2,2,2,2,4,4,4,4,4,4,4,4,4,3,77,67.0,satisfied
47001,60505,Female,Loyal Customer,52,Personal Travel,Eco,641,4,5,4,1,1,3,3,3,3,4,5,4,3,4,2,2.0,satisfied
16033,47165,Male,Loyal Customer,46,Business travel,Business,620,5,5,5,5,1,4,1,4,4,4,4,2,4,4,30,39.0,satisfied
25338,118559,Female,Loyal Customer,35,Business travel,Business,1702,5,5,5,5,4,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
54007,126915,Male,Loyal Customer,49,Business travel,Business,1865,5,5,5,5,4,4,5,3,3,3,3,5,3,3,117,97.0,satisfied
96020,55979,Female,Loyal Customer,64,Personal Travel,Eco,1620,4,3,4,4,3,2,3,3,3,4,3,1,3,3,0,0.0,neutral or dissatisfied
71003,59805,Female,Loyal Customer,42,Business travel,Business,2790,5,5,5,5,5,5,4,5,5,5,5,3,5,4,0,0.0,satisfied
58011,48327,Female,Loyal Customer,53,Business travel,Business,522,1,1,1,1,2,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
10145,14767,Female,Loyal Customer,54,Personal Travel,Eco,533,2,4,2,1,5,5,5,5,5,2,5,4,5,5,0,0.0,neutral or dissatisfied
91297,82991,Male,Loyal Customer,65,Business travel,Eco,983,3,2,2,2,3,3,3,3,1,1,2,4,3,3,0,0.0,neutral or dissatisfied
60194,129133,Female,Loyal Customer,26,Business travel,Business,1917,4,4,5,4,4,4,4,4,5,5,4,4,5,4,0,0.0,satisfied
96452,13517,Male,disloyal Customer,40,Business travel,Eco,152,5,0,5,4,2,5,2,2,4,5,3,3,4,2,0,0.0,satisfied
50243,29595,Male,Loyal Customer,64,Business travel,Eco,1448,1,5,5,5,1,1,1,1,1,4,4,2,3,1,1,7.0,neutral or dissatisfied
78904,56155,Male,Loyal Customer,51,Business travel,Business,1400,3,3,3,3,3,5,4,4,4,4,4,5,4,4,8,0.0,satisfied
69152,58995,Female,Loyal Customer,47,Business travel,Business,1846,4,4,2,4,3,4,5,4,4,4,4,3,4,3,32,66.0,satisfied
18699,84841,Male,Loyal Customer,29,Business travel,Business,481,1,2,2,2,1,1,1,1,2,1,4,3,4,1,22,23.0,neutral or dissatisfied
82365,78695,Male,Loyal Customer,58,Personal Travel,Eco Plus,761,3,5,3,2,3,3,3,3,4,5,4,5,5,3,12,4.0,neutral or dissatisfied
74847,64167,Male,Loyal Customer,7,Personal Travel,Eco,989,1,4,1,4,5,1,5,5,3,2,4,3,4,5,0,0.0,neutral or dissatisfied
98274,105949,Female,disloyal Customer,22,Business travel,Eco,1248,3,3,3,1,4,3,4,4,3,4,4,3,4,4,6,3.0,neutral or dissatisfied
92143,36731,Male,Loyal Customer,60,Personal Travel,Business,1754,5,5,5,1,5,3,1,4,4,5,4,1,4,3,0,0.0,satisfied
49932,85548,Male,Loyal Customer,58,Business travel,Business,2314,0,1,1,2,2,5,4,1,1,1,1,3,1,5,0,0.0,satisfied
72919,13290,Female,disloyal Customer,30,Business travel,Eco Plus,468,2,2,2,1,5,2,3,5,3,2,1,1,1,5,30,16.0,neutral or dissatisfied
89240,114746,Female,Loyal Customer,53,Business travel,Business,333,2,2,2,2,5,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
34964,19270,Male,Loyal Customer,47,Business travel,Business,430,5,5,5,5,5,5,5,4,4,4,4,3,4,3,14,24.0,satisfied
47170,5618,Male,Loyal Customer,70,Personal Travel,Eco,685,1,4,0,1,5,0,5,5,3,3,5,3,4,5,0,26.0,neutral or dissatisfied
26247,47261,Male,Loyal Customer,66,Personal Travel,Business,588,3,5,4,4,5,2,5,5,5,4,2,1,5,2,0,0.0,neutral or dissatisfied
28579,106159,Female,Loyal Customer,10,Personal Travel,Eco,436,4,5,4,3,4,4,4,4,5,2,5,5,4,4,31,26.0,neutral or dissatisfied
68324,32445,Male,Loyal Customer,67,Business travel,Eco,216,4,1,4,1,4,4,4,4,3,5,3,2,3,4,0,3.0,satisfied
11513,117922,Male,disloyal Customer,23,Business travel,Eco,255,1,4,1,1,1,1,1,1,4,3,5,3,4,1,10,2.0,neutral or dissatisfied
11059,52755,Female,Loyal Customer,55,Business travel,Business,1874,2,2,2,2,5,5,4,5,5,5,5,3,5,5,10,0.0,satisfied
73380,56247,Female,disloyal Customer,42,Business travel,Business,1111,5,5,5,2,5,2,2,3,3,3,5,2,4,2,0,0.0,satisfied
38050,100324,Male,disloyal Customer,12,Business travel,Business,1092,3,2,3,4,4,3,4,4,1,4,3,1,4,4,30,16.0,neutral or dissatisfied
75868,122085,Female,Loyal Customer,36,Personal Travel,Eco,130,4,4,4,3,4,4,4,4,3,3,3,4,4,4,2,0.0,satisfied
87609,31675,Male,Loyal Customer,42,Business travel,Eco,967,2,1,1,1,1,2,1,1,1,3,1,3,2,1,58,58.0,satisfied
59772,6832,Female,Loyal Customer,22,Personal Travel,Eco,122,2,4,0,4,3,0,3,3,4,4,3,2,3,3,0,0.0,neutral or dissatisfied
43632,104342,Male,Loyal Customer,34,Personal Travel,Eco,409,3,5,3,2,1,3,1,1,5,5,5,4,4,1,0,0.0,neutral or dissatisfied
397,110474,Female,Loyal Customer,42,Personal Travel,Eco,798,1,1,1,3,5,2,2,3,3,1,3,3,3,3,1,4.0,neutral or dissatisfied
72706,52759,Male,Loyal Customer,45,Business travel,Business,1874,2,2,2,2,1,5,3,4,4,4,4,3,4,4,0,0.0,satisfied
83774,80936,Female,Loyal Customer,18,Personal Travel,Eco,341,2,5,2,4,4,2,4,4,4,3,5,3,4,4,1,0.0,neutral or dissatisfied
81654,17977,Male,Loyal Customer,42,Business travel,Business,332,1,1,1,1,2,4,4,5,5,5,5,4,5,3,0,29.0,satisfied
23371,26690,Female,Loyal Customer,33,Personal Travel,Eco,270,2,2,2,3,2,2,4,2,2,5,3,3,3,2,0,2.0,neutral or dissatisfied
18312,108832,Female,Loyal Customer,39,Business travel,Business,2617,3,4,2,4,4,3,2,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
54793,32434,Male,disloyal Customer,27,Business travel,Eco,121,2,4,1,3,5,1,5,5,1,2,4,3,4,5,0,0.0,neutral or dissatisfied
90362,4174,Female,Loyal Customer,35,Personal Travel,Eco,431,1,2,1,4,3,1,1,3,2,1,3,2,3,3,0,0.0,neutral or dissatisfied
96783,107913,Female,Loyal Customer,58,Personal Travel,Eco,861,3,5,3,2,2,4,4,1,1,3,1,4,1,3,0,0.0,neutral or dissatisfied
102540,44766,Female,Loyal Customer,45,Business travel,Business,3281,2,2,2,2,3,5,3,5,5,5,5,1,5,2,84,80.0,satisfied
10137,67407,Female,Loyal Customer,48,Business travel,Eco,641,3,3,3,3,5,4,3,3,3,3,3,4,3,2,1,0.0,neutral or dissatisfied
19603,9292,Female,Loyal Customer,7,Personal Travel,Eco,1157,3,4,3,2,5,3,5,5,5,2,4,4,4,5,0,0.0,neutral or dissatisfied
98584,55002,Male,Loyal Customer,40,Business travel,Business,1379,3,3,3,3,2,5,4,3,3,3,3,3,3,5,4,0.0,satisfied
72910,77416,Female,Loyal Customer,38,Personal Travel,Eco,590,5,5,5,3,5,5,5,5,5,5,4,5,4,5,0,0.0,satisfied
49671,54775,Female,Loyal Customer,53,Personal Travel,Eco Plus,787,2,1,2,4,4,4,3,5,5,2,5,4,5,4,0,0.0,neutral or dissatisfied
92318,7861,Male,Loyal Customer,36,Business travel,Business,1693,2,2,3,2,2,5,5,4,4,4,4,4,4,5,0,16.0,satisfied
12622,21971,Female,Loyal Customer,35,Business travel,Eco,448,4,1,1,1,4,4,4,4,2,3,4,2,1,4,0,0.0,satisfied
16923,110584,Male,Loyal Customer,42,Business travel,Eco,151,4,3,2,3,4,4,4,4,4,1,1,3,2,4,0,0.0,satisfied
45610,128983,Male,Loyal Customer,34,Personal Travel,Eco,414,1,1,1,3,4,1,4,4,1,1,4,1,3,4,0,0.0,neutral or dissatisfied
100510,78335,Male,Loyal Customer,49,Business travel,Eco,1547,2,1,1,1,2,2,2,2,3,2,3,4,3,2,0,0.0,neutral or dissatisfied
82140,22062,Male,Loyal Customer,36,Business travel,Eco,304,1,5,1,5,1,1,1,1,4,2,4,2,4,1,0,13.0,neutral or dissatisfied
82705,82775,Male,Loyal Customer,42,Business travel,Business,3117,2,2,4,2,2,4,4,2,2,2,2,5,2,4,0,0.0,satisfied
1119,20910,Female,Loyal Customer,23,Business travel,Business,721,1,1,1,1,3,5,3,3,5,1,4,3,3,3,45,39.0,satisfied
67748,9768,Female,disloyal Customer,36,Business travel,Eco,529,1,3,1,3,1,1,1,1,4,1,3,1,4,1,0,0.0,neutral or dissatisfied
24663,28743,Female,Loyal Customer,45,Business travel,Eco,1024,2,1,1,1,2,4,3,2,2,2,2,1,2,3,0,13.0,neutral or dissatisfied
78128,116726,Male,Loyal Customer,37,Business travel,Eco Plus,296,4,4,3,4,4,4,4,4,3,3,3,4,2,4,0,0.0,satisfied
6183,67174,Female,Loyal Customer,64,Personal Travel,Eco,918,3,4,3,5,3,1,1,3,3,3,3,5,3,3,55,60.0,neutral or dissatisfied
71230,43573,Male,disloyal Customer,26,Business travel,Eco,1499,2,2,2,4,5,2,5,5,2,2,3,2,4,5,37,,neutral or dissatisfied
41401,29258,Female,Loyal Customer,27,Business travel,Business,3160,3,2,3,3,5,5,5,5,2,3,3,1,2,5,0,8.0,satisfied
85159,102148,Female,Loyal Customer,42,Business travel,Business,1603,4,4,4,4,4,4,5,5,5,5,5,5,5,4,25,18.0,satisfied
34253,62500,Male,Loyal Customer,52,Business travel,Eco,1744,3,4,5,5,3,3,3,3,3,2,2,2,4,3,8,9.0,neutral or dissatisfied
18868,81622,Female,disloyal Customer,60,Business travel,Business,1142,4,4,4,2,2,4,2,2,5,4,4,5,4,2,0,0.0,neutral or dissatisfied
61250,27807,Male,Loyal Customer,32,Business travel,Eco,909,4,1,1,1,4,4,4,4,4,5,4,3,3,4,3,0.0,neutral or dissatisfied
92637,44527,Male,Loyal Customer,47,Business travel,Eco,157,2,3,3,3,2,2,2,2,5,4,1,1,2,2,1,0.0,satisfied
31613,40995,Male,Loyal Customer,58,Business travel,Business,1201,4,4,2,4,4,1,2,4,4,4,4,1,4,4,0,0.0,neutral or dissatisfied
95423,47656,Male,Loyal Customer,14,Business travel,Business,3351,3,2,2,2,3,3,3,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
29975,78365,Male,Loyal Customer,15,Personal Travel,Business,726,3,2,3,3,1,3,1,1,2,2,4,3,4,1,0,0.0,neutral or dissatisfied
47182,18037,Female,Loyal Customer,52,Business travel,Eco,488,2,1,1,1,4,3,4,2,2,2,2,2,2,1,0,0.0,neutral or dissatisfied
34942,79741,Male,Loyal Customer,49,Business travel,Business,3104,4,4,4,4,3,5,5,2,2,2,2,4,2,4,0,0.0,satisfied
60280,80560,Male,disloyal Customer,13,Business travel,Eco,740,3,3,3,4,1,3,1,1,4,5,3,4,3,1,0,0.0,neutral or dissatisfied
25074,3836,Female,Loyal Customer,66,Personal Travel,Eco,650,1,4,1,3,2,3,4,4,4,1,4,4,4,2,0,3.0,neutral or dissatisfied
86846,51219,Female,Loyal Customer,45,Business travel,Eco Plus,193,5,1,1,1,2,4,1,5,5,5,5,2,5,5,0,0.0,satisfied
82469,108367,Female,Loyal Customer,12,Personal Travel,Eco,1844,1,5,1,1,2,1,2,2,4,4,5,3,4,2,41,44.0,neutral or dissatisfied
10930,4199,Male,disloyal Customer,22,Business travel,Eco,888,4,3,3,3,2,3,2,2,4,5,5,4,4,2,0,0.0,satisfied
79499,41248,Female,Loyal Customer,9,Personal Travel,Eco,643,2,2,2,4,1,2,4,1,2,5,3,3,4,1,0,5.0,neutral or dissatisfied
7058,70324,Male,Loyal Customer,59,Business travel,Business,986,1,1,1,1,2,5,4,5,5,5,5,3,5,3,0,2.0,satisfied
71654,8571,Male,Loyal Customer,50,Business travel,Business,1985,4,4,4,4,4,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
81333,4056,Male,Loyal Customer,50,Personal Travel,Eco,425,2,3,2,3,5,2,5,5,4,4,3,5,5,5,0,0.0,neutral or dissatisfied
55648,109298,Male,Loyal Customer,47,Business travel,Business,2549,2,2,2,2,4,5,4,3,3,4,3,3,3,4,1,0.0,satisfied
79171,99565,Female,Loyal Customer,18,Business travel,Business,802,4,4,4,4,4,4,4,4,5,2,5,5,4,4,8,4.0,satisfied
59432,84747,Female,disloyal Customer,26,Business travel,Business,547,2,0,1,1,3,1,2,3,3,3,4,4,4,3,38,29.0,neutral or dissatisfied
11621,84248,Male,Loyal Customer,77,Business travel,Business,3883,4,4,4,4,4,1,4,3,3,3,3,1,3,4,0,0.0,satisfied
